airline,source,destination,total_stops,additional_info,price,duration_in_min,journey_day,journey_month,dept_hour,dept_min,arrv_hour,arrv_min
Vistara,Delhi,Cochin,0,No Info,6216,190,27,4,14,40,17,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,925,21,5,13,0,4,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1210,9,6,22,50,19,0
Air India,Banglore,Delhi,0,No Info,12526,170,1,3,13,20,16,10
Air India,Delhi,Cochin,1,No Info,11522,1535,6,3,5,15,6,50
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,85,12,6,2,55,4,20
Vistara,Banglore,Delhi,0,No Info,9918,160,9,3,11,30,14,10
Jet Airways,Kolkata,Banglore,1,No Info,14781,665,1,5,21,10,8,15
Air India,Delhi,Cochin,2,No Info,8026,2295,27,3,5,0,19,15
Air India,Banglore,Delhi,0,No Info,7276,170,24,3,13,20,16,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,590,1,4,8,25,18,15
Multiple carriers,Delhi,Cochin,1,No Info,13062,480,21,3,13,0,21,0
Multiple carriers,Delhi,Cochin,1,No Info,12537,570,27,3,11,30,21,0
Jet Airways,Banglore,Delhi,1,No Info,21934,350,15,3,18,55,0,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,360,24,6,13,0,19,0
Vistara,Banglore,Delhi,0,No Info,4878,155,3,6,17,0,19,35
Jet Airways,Delhi,Cochin,1,No Info,14714,300,15,6,14,0,19,0
Jet Airways,Banglore,Delhi,1,In-flight meal not included,9134,495,15,3,7,0,15,15
IndiGo,Banglore,Delhi,0,No Info,4823,180,1,4,16,55,19,55
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6093,540,27,6,7,10,16,10
SpiceJet,Chennai,Kolkata,0,No Info,3597,135,3,6,8,20,10,35
Multiple carriers,Delhi,Cochin,1,No Info,13727,420,9,5,14,0,21,0
IndiGo,Kolkata,Banglore,0,No Info,4174,155,1,4,11,30,14,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,450,27,6,11,30,19,0
Multiple carriers,Delhi,Cochin,1,No Info,11789,520,6,6,10,20,19,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,800,1,5,18,55,8,15
Air India,Banglore,Delhi,3,No Info,13081,1620,1,3,5,50,8,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1630,1,5,20,25,23,35
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,90,21,6,19,35,21,5
Jet Airways,Delhi,Cochin,1,In-flight meal not included,11924,540,27,5,10,0,19,0
Jet Airways,Kolkata,Banglore,1,No Info,12692,1630,9,6,20,25,23,35
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,185,24,6,18,55,22,0
IndiGo,Kolkata,Banglore,1,No Info,4226,240,15,5,6,20,10,20
IndiGo,Delhi,Cochin,1,No Info,11532,355,9,3,2,35,8,30
Air India,Chennai,Kolkata,0,No Info,9340,135,6,3,11,40,13,55
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,1375,12,6,5,30,4,25
Jet Airways,Kolkata,Banglore,1,No Info,13626,400,12,6,14,5,20,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,330,24,5,6,30,12,0
Jet Airways,Delhi,Cochin,2,In-flight meal not included,16389,1380,6,3,5,25,4,25
Multiple carriers,Delhi,Cochin,1,No Info,10197,910,18,5,3,50,19,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7594,450,12,6,21,10,4,40
Jet Airways,Banglore,Delhi,1,No Info,13817,840,12,3,21,25,11,25
Jet Airways,Banglore,Delhi,0,No Info,7229,180,15,4,17,45,20,45
Air Asia,Banglore,Delhi,0,No Info,4282,170,15,5,4,55,7,45
Jet Airways,Delhi,Cochin,2,No Info,13292,1130,12,6,9,35,4,25
Jet Airways,Delhi,Cochin,2,No Info,13764,1025,27,6,19,30,12,35
Jet Airways,Kolkata,Banglore,1,No Info,12681,1285,1,4,18,55,16,20
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,175,12,5,11,10,14,5
Multiple carriers,Delhi,Cochin,1,No Info,12615,735,9,3,7,30,19,45
IndiGo,Kolkata,Banglore,0,No Info,5644,155,21,4,11,30,14,5
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,860,12,3,22,55,13,15
SpiceJet,Mumbai,Hyderabad,0,No Info,2227,90,3,5,22,45,0,15
Jet Airways,Banglore,Delhi,0,No Info,8016,180,18,6,19,50,22,50
SpiceJet,Banglore,Delhi,0,No check-in baggage included,4885,170,9,5,9,30,12,20
IndiGo,Kolkata,Banglore,0,No Info,4174,165,1,4,9,35,12,20
Air Asia,Kolkata,Banglore,1,No Info,5162,220,9,5,6,50,10,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,360,27,6,13,0,19,0
IndiGo,Mumbai,Hyderabad,0,No Info,4049,90,18,6,9,15,10,45
Air India,Delhi,Cochin,1,No Info,8372,1515,27,5,18,0,19,15
IndiGo,Banglore,Delhi,0,No Info,3419,175,12,6,0,30,3,25
IndiGo,Delhi,Cochin,1,No Info,5073,265,27,3,7,35,12,0
IndiGo,Delhi,Cochin,1,No Info,6069,300,6,6,16,0,21,0
IndiGo,Delhi,Cochin,1,No Info,9709,425,21,3,8,25,15,30
Jet Airways,Delhi,Cochin,2,No Info,13014,1615,12,6,9,40,12,35
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,560,18,5,9,40,19,0
Multiple carriers,Delhi,Cochin,1,No Info,13937,780,15,5,8,0,21,0
SpiceJet,Delhi,Cochin,1,No Info,11349,360,3,3,15,55,21,55
SpiceJet,Chennai,Kolkata,0,No Info,3597,135,9,6,9,45,12,0
Jet Airways,Kolkata,Banglore,1,No Info,14388,1485,6,5,20,0,20,45
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,1585,9,3,8,0,10,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1155,1,5,14,5,9,20
IndiGo,Banglore,Delhi,0,No Info,3943,170,6,6,4,0,6,50
Air India,Banglore,Delhi,1,No Info,8845,920,15,3,22,0,13,20
Air India,Kolkata,Banglore,1,No Info,12173,960,24,3,20,30,12,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,885,9,6,21,50,12,35
Multiple carriers,Delhi,Cochin,1,No Info,7242,385,21,3,9,45,16,10
IndiGo,Banglore,Delhi,1,No Info,7708,300,21,3,14,25,19,25
Jet Airways,Mumbai,Hyderabad,0,No Info,8040,90,21,6,8,45,10,15
SpiceJet,Chennai,Kolkata,0,No Info,3597,135,12,5,8,20,10,35
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,150,27,5,17,10,19,40
Air India,Kolkata,Banglore,1,No Info,10203,1615,15,5,17,30,20,25
IndiGo,Delhi,Cochin,1,No Info,7173,345,27,4,2,0,7,45
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,9,6,22,45,0,15
IndiGo,Delhi,Cochin,1,No Info,5054,305,6,6,20,25,1,30
Jet Airways,Banglore,Delhi,1,No Info,27992,935,1,3,5,45,21,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7341,1500,9,5,17,0,18,0
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,170,3,6,9,30,12,20
Jet Airways,Delhi,Cochin,1,No Info,12242,800,27,3,15,5,4,25
Jet Airways,Kolkata,Banglore,1,No Info,13067,1730,18,5,9,35,14,25
Jet Airways,Delhi,Cochin,2,No Info,18804,440,24,6,11,40,19,0
Air Asia,Kolkata,Banglore,0,No Info,5645,150,21,4,22,50,1,20
IndiGo,Chennai,Kolkata,0,No Info,3597,140,24,6,19,35,21,55
Multiple carriers,Delhi,Cochin,1,No Info,13587,570,9,6,16,0,1,30
IndiGo,Chennai,Kolkata,0,No Info,3597,140,21,6,13,15,15,35
Air India,Delhi,Cochin,1,No Info,8879,555,18,5,10,0,19,15
SpiceJet,Banglore,Delhi,0,No check-in baggage included,4319,160,21,4,5,55,8,35
Air India,Mumbai,Hyderabad,0,No Info,2050,90,27,3,13,55,15,25
Jet Airways,Mumbai,Hyderabad,0,No Info,8040,85,3,6,7,5,8,30
Jet Airways,Kolkata,Banglore,1,No Info,13584,800,6,5,18,55,8,15
Jet Airways,Delhi,Cochin,2,No Info,13014,535,6,6,19,30,4,25
Vistara,Kolkata,Banglore,1,No Info,9345,700,15,5,7,10,18,50
Multiple carriers,Delhi,Cochin,1,No Info,8266,795,6,6,6,0,19,15
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,90,24,3,2,55,4,25
Multiple carriers,Delhi,Cochin,1,No Info,13377,750,12,6,13,0,1,30
Vistara,Kolkata,Banglore,1,No Info,9345,700,21,5,7,10,18,50
IndiGo,Delhi,Cochin,1,No Info,7191,415,15,5,18,35,1,30
Multiple carriers,Delhi,Cochin,1,No Info,7845,470,27,3,17,45,1,35
Jet Airways,Banglore,Delhi,0,No Info,7229,175,21,5,11,10,14,5
Air India,Banglore,Delhi,1,1 Long layover,10981,950,1,3,17,0,8,50
Jet Airways,Kolkata,Banglore,1,No Info,14178,875,9,6,14,5,4,40
IndiGo,Delhi,Cochin,1,No Info,8784,810,21,3,7,30,21,0
Jet Airways,Kolkata,Banglore,1,No Info,13941,520,12,5,20,0,4,40
Jet Airways,Kolkata,Banglore,1,No Info,13067,1365,21,5,20,25,19,10
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,90,27,6,10,20,11,50
Air India,Delhi,Cochin,2,No Info,12488,1485,3,6,18,30,19,15
Air Asia,Kolkata,Banglore,1,No Info,7870,955,9,6,7,35,23,30
Air India,Delhi,Cochin,0,No Info,6094,170,12,5,5,10,8,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,5608,435,12,6,10,20,17,35
GoAir,Delhi,Cochin,1,No Info,6112,350,3,3,7,30,13,20
Jet Airways,Banglore,Delhi,1,No Info,16736,920,6,3,16,55,8,15
Vistara,Kolkata,Banglore,1,No Info,8452,865,12,6,20,20,10,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1285,9,5,17,0,14,25
IndiGo,Chennai,Kolkata,0,No Info,3850,140,21,5,7,55,10,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5963,520,21,3,19,45,4,25
Air India,Delhi,Cochin,2,No Info,9968,2295,21,5,5,0,19,15
Jet Airways,Delhi,Cochin,0,No Info,9564,195,18,5,11,0,14,15
IndiGo,Delhi,Cochin,2,No Info,6610,880,6,3,6,40,21,20
IndiGo,Banglore,Delhi,1,No Info,5226,295,9,3,15,40,20,35
Jet Airways,Kolkata,Banglore,1,No Info,14231,745,24,3,19,45,8,10
Jet Airways,Delhi,Cochin,2,No Info,13376,1320,15,6,14,35,12,35
IndiGo,Delhi,Cochin,1,No Info,6674,940,27,5,6,50,22,30
Multiple carriers,Delhi,Cochin,1,No Info,7408,780,15,6,8,0,21,0
Air India,Kolkata,Banglore,2,No Info,15170,1385,24,5,9,50,8,55
IndiGo,Chennai,Kolkata,0,No Info,3597,140,1,6,19,35,21,55
Air India,Banglore,Delhi,2,No Info,12778,1010,12,3,17,25,10,15
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,180,9,6,17,45,20,45
Jet Airways,Banglore,Delhi,0,No Info,8016,180,15,6,8,20,11,20
IndiGo,Kolkata,Banglore,0,No Info,4804,155,27,5,22,15,0,50
Jet Airways,Banglore,Delhi,0,No Info,8016,180,21,6,8,20,11,20
Air Asia,Kolkata,Banglore,0,No Info,5645,155,9,6,10,20,12,55
Jet Airways,Banglore,Delhi,1,No Info,22270,365,9,3,18,40,0,45
Jet Airways,Kolkata,Banglore,1,No Info,14151,575,6,6,9,35,19,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,330,6,4,7,5,12,35
Air India,Kolkata,Banglore,1,No Info,5567,965,24,3,19,0,11,5
IndiGo,Delhi,Cochin,1,No Info,6171,675,27,3,4,55,16,10
SpiceJet,Banglore,Delhi,0,No Info,4423,160,15,6,5,55,8,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,825,6,4,22,50,12,35
Multiple carriers,Delhi,Cochin,1,No Info,6795,465,12,6,17,45,1,30
SpiceJet,Banglore,Delhi,0,No Info,3625,170,27,5,9,30,12,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1355,18,5,14,0,12,35
SpiceJet,Kolkata,Banglore,1,No Info,4963,315,9,5,15,5,20,20
IndiGo,Mumbai,Hyderabad,0,No Info,2227,90,27,5,21,20,22,50
Multiple carriers,Delhi,Cochin,1,No Info,11200,630,27,6,8,30,19,0
Air India,Delhi,Cochin,1,No Info,7174,320,9,5,17,40,23,0
Air India,Delhi,Cochin,2,No Info,13748,2240,3,3,5,55,19,15
Multiple carriers,Delhi,Cochin,1,No Info,9856,925,27,5,7,5,22,30
Air India,Kolkata,Banglore,2,No Info,15170,1185,18,5,16,45,12,30
IndiGo,Delhi,Cochin,1,No Info,6442,895,1,6,7,35,22,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,1530,27,5,17,30,19,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,180,1,6,8,20,11,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703,1480,12,5,20,25,21,5
IndiGo,Chennai,Kolkata,0,No Info,6297,135,9,3,13,20,15,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1295,6,5,20,25,18,0
Vistara,Banglore,Delhi,0,No Info,6138,165,15,3,9,50,12,35
IndiGo,Delhi,Cochin,1,No Info,6838,705,24,6,9,15,21,0
Jet Airways Business,Delhi,Cochin,2,No Info,52285,500,6,3,20,5,4,25
Multiple carriers,Delhi,Cochin,1,No Info,13377,690,9,6,14,0,1,30
Air India,Delhi,Cochin,2,No Info,10975,1420,18,5,9,45,9,25
Jet Airways,Banglore,Delhi,1,No Info,13817,935,12,3,5,45,21,20
Air India,Delhi,Cochin,1,No Info,7532,1640,21,3,6,5,9,25
Multiple carriers,Delhi,Cochin,1,No Info,10197,910,15,5,3,50,19,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,520,9,6,20,0,4,40
Multiple carriers,Delhi,Cochin,1,No Info,13727,480,15,5,13,0,21,0
IndiGo,Delhi,Cochin,1,No Info,8330,845,9,5,11,25,1,30
IndiGo,Banglore,Delhi,0,No Info,4823,175,21,5,7,10,10,5
IndiGo,Delhi,Cochin,1,No Info,6206,500,27,5,17,10,1,30
Multiple carriers,Delhi,Cochin,1,No Info,10877,455,6,6,11,25,19,0
Jet Airways,Banglore,Delhi,1,No Info,13817,800,12,3,18,55,8,15
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,180,27,6,8,20,11,20
Air India,Delhi,Cochin,2,No Info,8577,1115,9,4,13,5,7,40
Jet Airways,Delhi,Cochin,1,No Info,16079,1270,21,5,21,50,19,0
Multiple carriers,Delhi,Cochin,1,No Info,15077,755,6,3,6,40,19,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,945,1,4,16,30,8,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1090,21,5,14,5,8,15
Air India,Delhi,Cochin,2,No Info,11552,1305,6,3,21,30,19,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1325,12,6,20,55,19,0
SpiceJet,Delhi,Cochin,1,No Info,5899,380,15,4,15,45,22,5
Jet Airways,Banglore,Delhi,1,No Info,13817,930,12,3,18,55,10,25
Vistara,Kolkata,Banglore,1,No Info,8610,1440,1,5,20,20,20,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1165,9,5,9,0,4,25
SpiceJet,Delhi,Cochin,1,No Info,5673,295,27,5,17,55,22,50
Vistara,Kolkata,Banglore,1,No Info,7927,1350,1,4,20,20,18,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1005,24,6,2,15,19,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1225,9,5,8,0,4,25
Air India,Banglore,Delhi,1,No Info,12704,1595,1,3,9,30,12,5
Air India,Kolkata,Banglore,1,No Info,6612,1515,9,5,12,0,13,15
IndiGo,Banglore,Delhi,0,No Info,4823,175,9,6,18,55,21,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,540,3,6,10,0,19,0
IndiGo,Delhi,Cochin,1,No Info,6388,310,21,3,7,20,12,30
GoAir,Banglore,Delhi,0,No Info,3898,175,12,5,7,45,10,40
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,450,6,4,11,30,19,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1485,9,6,20,0,20,45
IndiGo,Banglore,Delhi,0,No Info,4077,170,1,6,0,25,3,15
Jet Airways,Kolkata,Banglore,1,No Info,14231,980,24,3,16,55,9,15
Air India,Banglore,Delhi,2,No Info,13250,875,12,3,8,50,23,25
Jet Airways,Banglore,Delhi,1,No Info,13817,860,12,3,7,0,21,20
SpiceJet,Banglore,Delhi,0,No Info,6205,170,9,3,20,30,23,20
Jet Airways,Delhi,Cochin,2,No Info,12819,810,27,6,23,5,12,35
IndiGo,Banglore,Delhi,0,No Info,4591,170,15,4,13,0,15,50
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,155,27,6,6,55,9,30
SpiceJet,Chennai,Kolkata,0,No Info,3597,140,9,6,17,45,20,5
IndiGo,Kolkata,Banglore,0,No Info,4174,155,3,4,4,40,7,15
Vistara,Delhi,Cochin,0,No Info,6216,190,27,5,6,0,9,10
Jet Airways,Kolkata,Banglore,1,No Info,10624,1500,9,5,17,0,18,0
Air Asia,Delhi,Cochin,1,No Info,6152,870,24,6,7,55,22,25
IndiGo,Delhi,Cochin,1,No Info,6937,305,9,3,20,30,1,35
Air India,Delhi,Cochin,1,No Info,8792,1575,1,6,17,0,19,15
Multiple carriers,Delhi,Cochin,1,No Info,7005,490,27,5,12,50,21,0
Jet Airways,Mumbai,Hyderabad,0,No Info,5678,85,6,6,2,55,4,20
Air India,Banglore,Delhi,1,No Info,7013,1490,15,3,10,30,11,20
Jet Airways,Delhi,Cochin,1,No Info,16079,1680,21,5,15,0,19,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,505,6,6,9,35,18,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11841,425,6,5,16,30,23,35
IndiGo,Banglore,Delhi,1,No Info,10509,300,15,3,19,35,0,35
IndiGo,Chennai,Kolkata,0,No Info,3597,140,3,6,13,15,15,35
Air India,Kolkata,Banglore,2,No Info,15532,1700,1,5,9,25,13,45
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,14086,850,9,3,6,50,21,0
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,5883,465,27,3,14,35,22,20
Multiple carriers,Delhi,Cochin,1,No Info,7618,840,3,6,7,0,21,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1500,1,5,17,0,18,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,13994,690,9,6,9,35,21,5
IndiGo,Delhi,Cochin,1,No Info,5073,275,27,4,7,35,12,10
Air Asia,Banglore,Delhi,0,No Info,3383,165,24,3,11,10,13,55
Multiple carriers,Delhi,Cochin,1,No Info,16108,615,1,6,9,0,19,15
Multiple carriers,Delhi,Cochin,1,No Info,6795,910,27,5,10,20,1,30
Jet Airways,Kolkata,Banglore,1,No Info,12681,730,1,4,16,30,4,40
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1295,12,6,15,0,12,35
Vistara,Kolkata,Banglore,1,No Info,8820,1550,6,6,17,0,18,50
Jet Airways,Banglore,Delhi,1,In-flight meal not included,10037,390,9,3,5,50,12,20
Multiple carriers,Delhi,Cochin,1,No Info,11789,395,12,6,6,0,12,35
GoAir,Delhi,Cochin,1,No Info,7378,540,15,5,10,35,19,35
IndiGo,Banglore,Delhi,0,No Info,4823,175,24,5,18,55,21,50
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,180,24,6,19,50,22,50
Jet Airways,Delhi,Cochin,2,No Info,13014,1125,1,6,9,40,4,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,365,24,5,16,30,22,35
Multiple carriers,Delhi,Cochin,1,No Info,7408,780,27,6,8,0,21,0
Multiple carriers,Delhi,Cochin,1,No Info,9646,545,27,6,7,5,16,10
SpiceJet,Chennai,Kolkata,0,No Info,3597,140,6,5,17,45,20,5
SpiceJet,Kolkata,Banglore,0,No Info,3873,150,27,6,17,10,19,40
GoAir,Delhi,Cochin,1,No Info,7870,310,27,6,14,25,19,35
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13344,425,27,6,5,30,12,35
Air India,Mumbai,Hyderabad,0,No Info,3100,75,12,6,19,30,20,45
Air India,Banglore,Delhi,0,No Info,4441,170,18,3,21,5,23,55
IndiGo,Delhi,Cochin,1,No Info,6171,425,27,3,4,55,12,0
Jet Airways,Kolkata,Banglore,1,No Info,10953,870,9,5,20,25,10,55
Air India,Kolkata,Banglore,2,No Info,14214,1105,9,5,14,30,8,55
IndiGo,Delhi,Cochin,1,No Info,6093,810,24,6,7,30,21,0
Air India,Delhi,Cochin,2,No Info,12436,1820,24,6,12,55,19,15
Jet Airways,Delhi,Cochin,2,No Info,15129,1775,18,5,13,25,19,0
Multiple carriers,Delhi,Cochin,1,No Info,13259,395,3,6,6,0,12,35
Air India,Kolkata,Banglore,2,No Info,15170,1600,24,5,9,50,12,30
Jet Airways,Kolkata,Banglore,1,No Info,14781,365,21,5,16,30,22,35
IndiGo,Delhi,Cochin,1,No Info,6206,845,1,6,11,25,1,30
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,150,9,5,17,10,19,40
Jet Airways,Delhi,Cochin,1,No Info,14714,450,15,6,11,30,19,0
IndiGo,Delhi,Cochin,1,No Info,6093,965,9,6,4,55,21,0
Jet Airways,Banglore,Delhi,0,No Info,8016,175,9,6,11,10,14,5
Air India,Delhi,Cochin,1,No Info,5117,1640,27,3,6,5,9,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1215,1,5,8,25,4,40
IndiGo,Delhi,Cochin,1,No Info,13611,635,9,3,15,0,1,35
IndiGo,Delhi,Cochin,1,No Info,6704,380,9,5,16,10,22,30
IndiGo,Kolkata,Banglore,1,No Info,4226,240,9,5,6,20,10,20
Air India,Banglore,Delhi,0,No Info,4651,165,6,4,17,0,19,45
SpiceJet,Kolkata,Banglore,0,No Info,3873,140,27,5,22,20,0,40
GoAir,Banglore,Delhi,0,No Info,7222,175,3,3,20,55,23,50
Multiple carriers,Delhi,Cochin,1,No Info,13727,570,15,5,11,30,21,0
IndiGo,Delhi,Cochin,1,No Info,10141,380,27,3,9,10,15,30
SpiceJet,Banglore,Delhi,0,No Info,3625,175,24,4,21,10,0,5
IndiGo,Delhi,Cochin,1,No Info,6442,515,15,4,7,35,16,10
Jet Airways,Banglore,Delhi,0,No Info,7229,180,6,5,17,45,20,45
Air Asia,Delhi,Cochin,1,No Info,6752,830,24,6,16,45,6,35
Jet Airways,Kolkata,Banglore,1,No Info,13759,1260,24,3,21,10,18,10
Air India,Mumbai,Hyderabad,1,No Info,14408,1465,6,3,12,0,12,25
Air India,Delhi,Cochin,2,No Info,13381,1380,9,6,20,15,19,15
Vistara,Kolkata,Banglore,1,No Info,9135,1640,1,4,17,0,20,20
IndiGo,Kolkata,Banglore,1,No Info,6218,325,15,5,18,5,23,30
SpiceJet,Kolkata,Banglore,0,No Info,4174,145,27,4,9,0,11,25
Air India,Kolkata,Banglore,1,No Info,6117,965,6,6,19,0,11,5
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703,690,15,5,9,35,21,5
Jet Airways,Kolkata,Banglore,1,No Info,12692,1450,12,6,9,35,9,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,1075,6,6,17,0,10,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,345,24,3,13,55,19,40
IndiGo,Banglore,Delhi,0,No Info,4777,175,24,3,21,20,0,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1505,18,5,11,30,12,35
Multiple carriers,Delhi,Cochin,2,No Info,11966,495,3,3,13,5,21,20
IndiGo,Chennai,Kolkata,0,No Info,5277,140,15,5,22,5,0,25
Jet Airways,Delhi,Cochin,1,No Info,14714,300,6,6,14,0,19,0
IndiGo,Banglore,Delhi,0,No Info,6144,170,9,3,22,20,1,10
Air India,Banglore,Delhi,0,No Info,5911,170,1,4,13,20,16,10
Vistara,Mumbai,Hyderabad,1,No Info,12080,1450,12,3,19,45,19,55
IndiGo,Banglore,Delhi,0,No Info,4423,170,6,4,10,30,13,20
Multiple carriers,Delhi,Cochin,1,No Info,7618,720,27,5,9,0,21,0
Air Asia,Banglore,Delhi,0,No Info,3383,165,27,5,11,10,13,55
Multiple carriers,Delhi,Cochin,1,No Info,7670,900,18,5,6,0,21,0
IndiGo,Kolkata,Banglore,0,No Info,4804,155,15,5,4,40,7,15
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,1310,12,3,20,35,18,25
Jet Airways,Banglore,Delhi,0,No Info,7229,175,18,4,11,10,14,5
SpiceJet,Chennai,Kolkata,0,No Info,7050,135,3,3,8,20,10,35
Jet Airways,Kolkata,Banglore,1,No Info,12681,1335,1,4,20,0,18,15
SpiceJet,Delhi,Cochin,1,No check-in baggage included,4098,270,3,4,8,45,13,15
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,135,12,5,9,45,12,0
Jet Airways,Kolkata,Banglore,1,No Info,14151,1295,21,5,20,25,18,0
Jet Airways,Kolkata,Banglore,1,No Info,13339,965,24,3,6,30,22,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,890,24,5,21,10,12,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,1015,27,5,11,30,4,25
Air India,Delhi,Cochin,2,No Info,8603,435,3,6,12,0,19,15
Jet Airways,Kolkata,Banglore,1,No Info,13044,1170,12,6,16,30,12,0
SpiceJet,Kolkata,Banglore,0,No Info,4622,150,6,3,17,15,19,45
Multiple carriers,Delhi,Cochin,1,No Info,13062,420,21,3,14,0,21,0
Multiple carriers,Delhi,Cochin,1,No Info,11622,585,12,6,9,15,19,0
Jet Airways,Banglore,Delhi,1,In-flight meal not included,11087,1425,12,3,20,35,20,20
Multiple carriers,Delhi,Cochin,1,No Info,11789,520,15,6,10,20,19,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,865,9,5,18,55,9,20
Jet Airways,Banglore,Delhi,1,No Info,19225,435,6,3,8,55,16,10
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,5797,830,27,6,11,40,1,30
Multiple carriers,Delhi,Cochin,1,No Info,9526,385,1,6,12,50,19,15
Jet Airways,Banglore,Delhi,0,No Info,7229,180,9,4,19,50,22,50
Multiple carriers,Delhi,Cochin,1,No Info,10877,630,9,4,8,30,19,0
Air India,Banglore,Delhi,2,No Info,13942,880,6,3,8,15,22,55
Air Asia,Banglore,Delhi,0,No Info,3383,165,9,5,11,10,13,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,865,15,6,14,0,4,25
Air India,Kolkata,Banglore,2,No Info,11201,875,24,5,5,50,20,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,550,1,6,19,15,4,25
Air India,Delhi,Cochin,2,No Info,10231,1275,3,6,22,0,19,15
Jet Airways,Banglore,Delhi,1,In-flight meal not included,9134,1090,15,3,14,5,8,15
Air Asia,Kolkata,Banglore,0,No Info,5645,155,18,5,10,20,12,55
Jet Airways,Delhi,Cochin,1,No Info,14714,805,1,6,15,0,4,25
